fade_in_time,stimulus_alpha,fade_out_length,trial_index,animation_performance,button_pressed,within_ITI,bProblem,timing_post_trial,question,time_elapsed,stimulus_side,sProblem,internal_node_id,key_press,rt,responses,Trial,uniqueid,timing_response,reverse,acc,trial_type,trial_began,success,stimulus,train_repeats,fade_out_time,Subject
,,,16,,,,,,,58840,,,0.0-4.0-0.0-1.4-0.4,40,1422,,17,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""214.186"" r=""35.814"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""564.186"" y=""178.372"" width=""71.628"" height=""71.628"" style:""block: inline"" xlink:href=""/static/images/Dime.png""></image>    <circle cx=""600"" cy=""214.186"" r=""35.814"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,64
,,,17,,,,,,,68282,,,0.0-4.0-0.0-1.5-0.5,32,9441,,18,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""216.091"" r=""33.909"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""566.091"" y=""182.18200000000002"" width=""67.818"" height=""67.818"" style:""block: inline"" xlink:href=""/static/images/Dime.png""></image>    <circle cx=""600"" cy=""216.091"" r=""33.909"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,64
,,,18,,,,,,,76620,,,0.0-4.0-1.0,32,8337,,19,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""216.091"" r=""33.909"" stroke=""red"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:red;stroke-width:2"" />  <image x=""566.091"" y=""182.18200000000002"" width=""67.818"" height=""67.818"" style:""block: inline"" xlink:href=""/static/images/Dime.png""></image>    <circle cx=""600"" cy=""216.091"" r=""33.909"" stroke=""red"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,64
,,,19,,,,,,,78692,,,0.0-5.0-0.0,32,2070,,20,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,html-keyboard-response,,,"[u""<p>We will now continue to the main task.</p>    <p align='center'><i>Press the space bar to continue.</i></p>""]",1,,64
,,,20,,,,,,,86140,,,0.0-5.0-1.0,32,7446,,21,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>You will be presented with rapidly       changing patterns of rectangles. Through these rectangles, male faces will appear. Your task will be to indicate the location of       the faces, or any part of them, as soon as they appear.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,64
,,,21,,,,,,,93510,,,0.0-5.0-2.0,32,7369,,22,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>If a man's face appeared in the right half       of the screen, press the right key. If a man's face appeared in the left half       of the screen, press the left key.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,64
,,,22,,,,,,,95373,,,0.0-5.0-3.0,32,1862,,23,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>Please perform this task as accurately       and quickly as you can.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,64
,,,23,,,,,,,99448,,,0.0-5.0-4.0,32,4074,,24,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>During the task, please focus your gaze at       the plus sign in the middle.<br>Even though the faces appear to the left        and right of the plus sign, it is important that you look at the plus         sign at all times.</p>        <p align='center'></i>Press the space bar to continue.</i></p></div>""]",1,,64
,,,24,,,,,,,105681,,,0.0-5.0-5.0,75,6231,,25,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,html-keyboard-response,,,"[u""<div class='center'>      <img src='/static/images/keys.jpg'></img>      <p>Place your fingers on the 'D' and 'K' keys as shown in the picture,       and press either one of these keys to continue.</p></div>""]",1,,64
,,,25,,,,,,,105683,,,0.0-6.0-0.0,,,,26,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,html-keyboard-response,,,,1,,64
,,,51,,,,,,,400238,,,0.0-7.0-0.0,75,6809,,27,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>You have completed the practice block.</p>  <p>You will now continue with the same task. The task may now be more   difficult.  You will have 3 short breaks. </p>    <p>Press either the 'D' or the 'K' keys to continue.</p></div>""]",1,,64
,,,52,,,,,,,406622,,,0.0-7.0-1.0,75,6384,,28,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>During the task, please focus your gaze at   the plus sign in the middle.<br>Even though the faces appear to the left    and right of the plus sign, it is important that you look at the plus     sign at all times.</p>    <p>Press either the 'D' or the 'K' keys to continue.</p></div>""]",1,,64
,,,103,,,,,,,777194,,,0.0-8.0-100.0,32,5797,,29,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>This is a break.</p>  <p>Press the space bar to continue.</p>""]",1,,64
,,,154,,,,,,,1070895,,,0.0-8.0-202.0,32,3776,,30,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>This is a break.</p>  <p>Press the space bar to continue.</p>""]",1,,64
,,,205,,,,,,,1266736,,,0.0-8.0-304.0,32,1769,,31,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>This is a break.</p>  <p>Press the space bar to continue.</p>""]",1,,64
,,,256,,,,,,,1497466,,,0.0-9.0,32,5265,,32,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,html-keyboard-response,,,"<div class='center'>You have completed this part of the study.    <p>You will now answer several questions. Please answer them sincerely,     we remind you that your answers are completely annonymous.</p>    <p align='center'><i>Press the space bar to continue.</i></p></div>",1,,64
,,,257,,,,,,,1504554,,,0.0-10.0,,7085,"{""Q0"":""32"",""Q1"":""no""}",33,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,survey-text,,,,1,,64
,,,258,,,,,,,1511024,,,0.0-11.0,,6466,"{""Q0"":""Male"",""Q1"":""Left"",""Q2"":""Yes""}",34,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,survey-multi-choice,,,,1,,64
,,,259,,,,,,,1516746,,,0.0-12.0,,5719,"{""Q0"":4}",35,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,survey-likert,,,,1,,64
,,,260,,,,,,,1542102,,,0.0-13.0,,25354,"{""Q0"":""when you stare at the center the face seems to pop out sometimes...""}",36,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,survey-text,,,,1,,64
,,,261,,,,,,,1547703,,,0.0-14.0,,5598,"{""Q0"":""Heterosexual or straight"",""Q1"":""Only attracted to females""}",37,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,survey-multi-choice,,,,1,,64
,,,262,,,,,,,1552303,,,0.0-15.0,32,4599,,38,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,html-keyboard-response,,,"<div class='center'><p>You will now be presented with a few more statements.	Please read each statement carfully, and indicate the degree to which you agree or disagree with it.</p>    <p>We remind you that your answers are completely annonymous.</p>    <p align='center'><i>Press the space bar to continue.</i></p></div>",1,,64
,,,263,,,,,,Homosexuals,1557178,,,0.0-16.0,,4873,"{""Q0"":6}",39,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,True,,survey-likert,,,,1,,64
,,,264,,,,,,Environment laws,1562686,,,0.0-17.0,,5507,"{""Q0"":1}",40,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,False,,survey-likert,,,,1,,64
,,,265,,,,,,Abortion,1567970,,,0.0-18.0,,5282,"{""Q0"":0}",41,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,True,,survey-likert,,,,1,,64
,,,266,,,,,,Iraq,1572836,,,0.0-19.0,,4865,"{""Q0"":3}",42,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,True,,survey-likert,,,,1,,64
,,,267,,,,,,Death penalty,1579207,,,0.0-20.0,,6370,"{""Q0"":6}",43,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,False,,survey-likert,,,,1,,64
,,,268,,,,,,Gun control,1583659,,,0.0-21.0,,4452,"{""Q0"":0}",44,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,True,,survey-likert,,,,1,,64
,,,269,,,,,,Affirmative action,1588725,,,0.0-22.0,,5065,"{""Q0"":0}",45,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,True,,survey-likert,,,,1,,64
,,,270,,,,,,Stem Cell,1595407,,,0.0-23.0,,6680,"{""Q0"":4}",46,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,True,,survey-likert,,,,1,,64
,,,271,,,,,,,1599139,,,0.0-24.0,,3729,"{""Q0"":""Yes""}",47,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,survey-multi-choice,,,,1,,64
,,,272,,,,,,,1616738,,,0.0-25.0-0.0,,17597,"{""Q0"":4}",48,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,survey-likert,,,,1,,64
,,,273,,,,,,,1626748,,,0.0-25.0-1.0,,10008,"{""Q0"":""0""}",49,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,survey-text,,,,1,,64
,,,274,,,,,,,1632705,,,0.0-26.0,,5956,"{""Q0"":""0""}",50,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,survey-text,,,,1,,64
,,,275,,,,,,,1642840,,,0.0-27.0,32,10134,,51,A2LW2GSGDM72NX:3WRFBPLXRB6DJUIQU0RQPYSOAAE3NM,,,,html-keyboard-response,,,"<div class=""center"">Thank you for participating in this study!<p>    In this study we were interested in examining reaction-times and     precision in a dynamic environment.</p>    <p>Once you press the space bar, your results will be uploaded to the     server, and the HIT will complete. <b>This may take several minutes - do not     refresh or close your browser during this time.</b></p>    <p>Press the space bar to complete this HIT.</p></div>",1,,64
1,0.4,5,0,"{u'stim_duration': [None], u'mond_duration': [233], u'nums': [0]}",,900,0,100,,11941,0,0,0.0-0.0-0.0,-1,-1,,1,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,4,,0,bRMS-test,1531842324001,,../static/images/f094.jpg,1,15,65
1,0.4,5,1,"{u'stim_duration': [None], u'mond_duration': [191], u'nums': [0]}",,900,0,100,,23340,0,0,0.0-0.0-1.0,-1,-1,,2,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,4,,0,bRMS-test,1531842335856,,../static/images/f212.jpg,1,15,65
1,0.4,5,2,"{u'stim_duration': [0, 35, 30, 43, 41, 18, 36, 49, 32, 42, 36, 38, 36, 33, 32, 33, 33, 32, 36, 35, 33, 33, 32, 32, 35, 33, 58, 47, 37, 44, 0, 38, 67, 56, 0, 34, 33, 32, 39, 35, 0], u'mond_duration': [43, 68, 69, 77, 43, 73, 72, 62, 44, 68, 68, 60, 61, 65, 67, 67, 67, 68, 65, 66, 65, 67, 68, 68, 67, 65, 68, 42, 49, 67, 93, 63, 64, 27, 98, 50, 66, 67, 67, 61, None], u'nums': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]}",,900,0,100,,34655,0,7,0.0-0.0-2.0,-1,-1,,3,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,4,,0,bRMS-test,1531842346914,,../static/images/f186.jpg,1,15,65
,,,3,,,,,,,41137,,,0.0-2.0,,,,4,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,fullscreen,,True,,1,,65
,,,4,,,,,,,49921,,,0.0-3.0-0.0,32,8777,,5,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,html-keyboard-response,,,"[u""<div class='center'>Welcome to the study!<br>     <p>Your participation will help us investigate human precision and reaction-times in dynamic environments.</p>    <p>Please read the instructions carefully.</p>    <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,65
,,,5,,,,,,,53188,,,0.0-3.0-1.0,32,3265,,6,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,html-keyboard-response,,,"[u""<div class='center'><p>We will begin by calibrating the experiment       for the size of your screen.</p>      <p>After this short calibration, we will continue to the main task for       this study.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,65
,,,6,,,,,,,57245,,,0.0-3.0-2.0,32,4055,,7,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,html-keyboard-response,,,"[u""<div class='center'><p>For the calibration stage, you will need a coin.</p>      <p>Any US coin will do.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,65
,,,7,,,,,,,63539,,,0.0-3.0-3.0,32,6292,,8,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,html-keyboard-response,,,"[u""<div class='center'><img src='/static/images/coin_demo.jpg' height='400'></img>      <p>You will be asked to position the coin      as shown in the picture. You will place it against your screen,      within an empty circle presented to you.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,65
,,,8,,,,,,,75130,,,0.0-3.0-4.0,32,11589,,9,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,html-keyboard-response,,,"[u""<div class='center'><p>Using the up and down arrow keys,       you will then adjust the size of the empty circle, so that it matches the       size of your coin.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,65
,,,9,,,,,,,86127,,,0.0-3.0-5.0,32,10995,,10,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,html-keyboard-response,,,"[u""<div class='center'><p>Take your time in doing so, as this measurement      will be used throughout the study to make sure images are presented to       you in their correct size.</p>      <p>When you are done adjusting the circle size, press the space bar to       continue to the main task.      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,65
,,,10,,,,,,,88635,,,0.0-3.0-6.0,32,2507,,11,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,html-keyboard-response,,,"[u""<div class='center'><p>Please have a coin at hand.</p>      <p>Press the space bar to start the calibration stage.</p></div>""]",1,,65
,,,11,,0,,,,,95301,,,0.0-4.0-0.0-0.0,,6658,,12,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,html-button-response,,,"Using the mouse, select the coin you would like to use:",1,,65
,,,12,,,,,,,110001,,,0.0-4.0-0.0-1.0-0.0,32,14695,,13,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""211.9"" r=""38.1"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""561.9"" y=""173.8"" width=""76.2"" height=""76.2"" style:""block: inline"" xlink:href=""/static/images/Penny.png""></image>    <circle cx=""600"" cy=""211.9"" r=""38.1"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,65
,,,13,,,,,,,113539,,,0.0-4.0-1.0,32,3532,,14,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""211.9"" r=""38.1"" stroke=""red"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:red;stroke-width:2"" />  <image x=""561.9"" y=""173.8"" width=""76.2"" height=""76.2"" style:""block: inline"" xlink:href=""/static/images/Penny.png""></image>    <circle cx=""600"" cy=""211.9"" r=""38.1"" stroke=""red"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,65
,,,14,,,,,,,118563,,,0.0-5.0-0.0,32,5022,,15,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,html-keyboard-response,,,"[u""<p>We will now continue to the main task.</p>    <p align='center'><i>Press the space bar to continue.</i></p>""]",1,,65
,,,15,,,,,,,129580,,,0.0-5.0-1.0,32,11015,,16,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>You will be presented with rapidly       changing patterns of rectangles. Through these rectangles, female faces will appear. Your task will be to indicate the location of       the faces, or any part of them, as soon as they appear.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,65
,,,16,,,,,,,139059,,,0.0-5.0-2.0,32,9476,,17,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>If a woman's face appeared in the right half       of the screen, press the right key. If a woman's face appeared in the left half       of the screen, press the left key.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,65
,,,17,,,,,,,141587,,,0.0-5.0-3.0,32,2526,,18,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>Please perform this task as accurately       and quickly as you can.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,65
,,,18,,,,,,,149188,,,0.0-5.0-4.0,32,7598,,19,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>During the task, please focus your gaze at       the plus sign in the middle.<br>Even though the faces appear to the left        and right of the plus sign, it is important that you look at the plus         sign at all times.</p>        <p align='center'></i>Press the space bar to continue.</i></p></div>""]",1,,65
,,,19,,,,,,,158205,,,0.0-5.0-5.0,75,9016,,20,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,html-keyboard-response,,,"[u""<div class='center'>      <img src='/static/images/keys.jpg'></img>      <p>Place your fingers on the 'D' and 'K' keys as shown in the picture,       and press either one of these keys to continue.</p></div>""]",1,,65
,,,20,,,,,,,158211,,,0.0-6.0-0.0,,,,21,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,html-keyboard-response,,,,1,,65
,,,46,,,,,,,334001,,,0.0-7.0-0.0,68,5939,,22,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>You have completed the practice block.</p>  <p>You will now continue with the same task. The task may now be more   difficult.  You will have 3 short breaks. </p>    <p>Press either the 'D' or the 'K' keys to continue.</p></div>""]",1,,65
,,,47,,,,,,,341189,,,0.0-7.0-1.0,68,7188,,23,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>During the task, please focus your gaze at   the plus sign in the middle.<br>Even though the faces appear to the left    and right of the plus sign, it is important that you look at the plus     sign at all times.</p>    <p>Press either the 'D' or the 'K' keys to continue.</p></div>""]",1,,65
,,,98,,,,,,,649392,,,0.0-8.0-100.0,32,4049,,24,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>This is a break.</p>  <p>Press the space bar to continue.</p>""]",1,,65
,,,149,,,,,,,961343,,,0.0-8.0-202.0,32,3625,,25,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>This is a break.</p>  <p>Press the space bar to continue.</p>""]",1,,65
,,,200,,,,,,,1278995,,,0.0-8.0-304.0,32,5377,,26,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>This is a break.</p>  <p>Press the space bar to continue.</p>""]",1,,65
,,,251,,,,,,,1594048,,,0.0-9.0,32,3279,,27,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,html-keyboard-response,,,"<div class='center'>You have completed this part of the study.    <p>You will now answer several questions. Please answer them sincerely,     we remind you that your answers are completely annonymous.</p>    <p align='center'><i>Press the space bar to continue.</i></p></div>",1,,65
,,,252,,,,,,,1602907,,,0.0-10.0,,8855,"{""Q0"":""31"",""Q1"":""no""}",28,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,survey-text,,,,1,,65
,,,253,,,,,,,1610518,,,0.0-11.0,,7594,"{""Q0"":""Female"",""Q1"":""Right"",""Q2"":""Yes""}",29,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,survey-multi-choice,,,,1,,65
,,,254,,,,,,,1616911,,,0.0-12.0,,6389,"{""Q0"":4}",30,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,survey-likert,,,,1,,65
,,,255,,,,,,,1629998,,,0.0-13.0,,13083,"{""Q0"":""Just tried to focus.""}",31,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,survey-text,,,,1,,65
,,,256,,,,,,,1642173,,,0.0-14.0,,12159,"{""Q0"":""Heterosexual or straight"",""Q1"":""Only attracted to males""}",32,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,survey-multi-choice,,,,1,,65
,,,257,,,,,,,1645848,,,0.0-15.0,32,3672,,33,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,html-keyboard-response,,,"<div class='center'><p>You will now be presented with a few more statements.	Please read each statement carfully, and indicate the degree to which you agree or disagree with it.</p>    <p>We remind you that your answers are completely annonymous.</p>    <p align='center'><i>Press the space bar to continue.</i></p></div>",1,,65
,,,258,,,,,,Death penalty,1653092,,,0.0-16.0,,7240,"{""Q0"":5}",34,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,False,,survey-likert,,,,1,,65
,,,259,,,,,,Affirmative action,1660361,,,0.0-17.0,,7262,"{""Q0"":3}",35,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,True,,survey-likert,,,,1,,65
,,,260,,,,,,Iraq,1665931,,,0.0-18.0,,5564,"{""Q0"":0}",36,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,True,,survey-likert,,,,1,,65
,,,261,,,,,,Abortion,1671209,,,0.0-19.0,,5275,"{""Q0"":3}",37,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,True,,survey-likert,,,,1,,65
,,,262,,,,,,Gun control,1677895,,,0.0-20.0,,6682,"{""Q0"":3}",38,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,True,,survey-likert,,,,1,,65
,,,263,,,,,,Stem Cell,1687857,,,0.0-21.0,,9959,"{""Q0"":5}",39,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,True,,survey-likert,,,,1,,65
,,,264,,,,,,Homosexuals,1693415,,,0.0-22.0,,5555,"{""Q0"":6}",40,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,True,,survey-likert,,,,1,,65
,,,265,,,,,,Environment laws,1702645,,,0.0-23.0,,9225,"{""Q0"":2}",41,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,False,,survey-likert,,,,1,,65
,,,266,,,,,,,1706953,,,0.0-24.0,,4301,"{""Q0"":""Yes""}",42,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,survey-multi-choice,,,,1,,65
,,,267,,,,,,,1711971,,,0.0-25.0-0.0,,5014,"{""Q0"":5}",43,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,survey-likert,,,,1,,65
,,,268,,,,,,,1717555,,,0.0-25.0-1.0,,5579,"{""Q0"":""0""}",44,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,survey-text,,,,1,,65
,,,269,,,,,,,1724073,,,0.0-26.0,,6516,"{""Q0"":""0""}",45,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,survey-text,,,,1,,65
,,,270,,,,,,,1730810,,,0.0-27.0,32,6735,,46,A2MPKNJCR0RUBA:3DIP6YHAPDAVQLBJDIJ3QS6QDW8E8O,,,,html-keyboard-response,,,"<div class=""center"">Thank you for participating in this study!<p>    In this study we were interested in examining reaction-times and     precision in a dynamic environment.</p>    <p>Once you press the space bar, your results will be uploaded to the     server, and the HIT will complete. <b>This may take several minutes - do not     refresh or close your browser during this time.</b></p>    <p>Press the space bar to complete this HIT.</p></div>",1,,65
